Entity,Code,Year,Cement (tonnes),Flaring (tonnes),Oil (tonnes),Coal (tonnes),Gas (tonnes)
Sao Tome and Principe,STP,1971,0,0,10992,0,0
Sao Tome and Principe,STP,1972,0,0,10992,0,0
Sao Tome and Principe,STP,1973,0,0,14656,0,0
Sao Tome and Principe,STP,1974,0,0,18320,0,0
Sao Tome and Principe,STP,1975,0,0,18320,0,0
Sao Tome and Principe,STP,1976,0,0,29312,0,0
Sao Tome and Principe,STP,1977,0,0,29312,0,0
Sao Tome and Principe,STP,1978,0,0,32976,0,0
Sao Tome and Principe,STP,1979,0,0,32976,0,0
Sao Tome and Principe,STP,1980,0,0,40304,0,0
Sao Tome and Principe,STP,1981,0,0,43968,0,0
Sao Tome and Principe,STP,1982,0,0,47632,0,0
Sao Tome and Principe,STP,1983,0,0,54960,0,0
Sao Tome and Principe,STP,1984,0,0,51296,0,0
Sao Tome and Principe,STP,1985,0,0,54960,0,0
Sao Tome and Principe,STP,1986,0,0,51296,0,0
Sao Tome and Principe,STP,1987,0,0,51296,0,0
Sao Tome and Principe,STP,1988,0,0,47632,0,0
Sao Tome and Principe,STP,1989,0,0,47632,0,0
Sao Tome and Principe,STP,1990,0,0,47632,0,0
Sao Tome and Principe,STP,1991,0,0,47632,0,0
Sao Tome and Principe,STP,1992,0,0,47632,0,0
Sao Tome and Principe,STP,1993,0,0,47632,0,0
Sao Tome and Principe,STP,1994,0,0,47632,0,0
Sao Tome and Principe,STP,1995,0,0,47632,0,0
Sao Tome and Principe,STP,1996,0,0,47632,0,0
Sao Tome and Principe,STP,1997,0,0,47632,0,0
Sao Tome and Principe,STP,1998,0,0,47632,0,0
Sao Tome and Principe,STP,1999,0,0,47632,0,0
Sao Tome and Principe,STP,2000,0,0,47632,0,0
Sao Tome and Principe,STP,2001,0,0,51296,0,0
Sao Tome and Principe,STP,2002,0,0,58624,0,0
Sao Tome and Principe,STP,2003,0,0,65952,0,0
Sao Tome and Principe,STP,2004,0,0,73280,0,0
Sao Tome and Principe,STP,2005,0,0,76944,0,0
Sao Tome and Principe,STP,2006,0,0,84272,0,0
Sao Tome and Principe,STP,2007,0,0,84272,0,0
Sao Tome and Principe,STP,2008,0,0,84272,0,0
Sao Tome and Principe,STP,2009,0,0,91600,0,0
Sao Tome and Principe,STP,2010,0,0,98928,0,0
Sao Tome and Principe,STP,2011,0,0,102592,0,0
Sao Tome and Principe,STP,2012,0,0,113584,0,0
Sao Tome and Principe,STP,2013,0,0,113584,0,0
Sao Tome and Principe,STP,2014,0,0,113584,0,0
Saudi Arabia,SAU,1935,0,0,0,0,0
Saudi Arabia,SAU,1936,0,0,7328,0,0
Saudi Arabia,SAU,1937,0,0,25648,0,0
Saudi Arabia,SAU,1938,0,0,205184,0,0
Saudi Arabia,SAU,1939,0,0,1652464,0,0
Saudi Arabia,SAU,1940,0,0,2147104,0,0
Saudi Arabia,SAU,1941,0,0,1810016,0,0
Saudi Arabia,SAU,1942,0,0,1901616,0,0
Saudi Arabia,SAU,1943,0,0,1993216,0,0
Saudi Arabia,SAU,1944,0,0,3260960,0,0
Saudi Arabia,SAU,1945,0,0,8811920,0,0
Saudi Arabia,SAU,1946,0,0,25153360,0,0
Saudi Arabia,SAU,1947,0,0,37731872,0,0
Saudi Arabia,SAU,1948,0,0,17942608,0,0
Saudi Arabia,SAU,1949,0,0,18385952,0,3664
Saudi Arabia,SAU,1950,0,0,5140592,0,0
Saudi Arabia,SAU,1951,0,0,0,0,0
Saudi Arabia,SAU,1952,0,0,0,0,0
Saudi Arabia,SAU,1953,0,0,476320,0,0
Saudi Arabia,SAU,1954,0,0,1238432,0,0
Saudi Arabia,SAU,1955,0,0,2114128,0,0
Saudi Arabia,SAU,1956,0,0,1630480,0,0
Saudi Arabia,SAU,1957,0,0,2099472,0,0
Saudi Arabia,SAU,1958,1363008,0,1996880,0,0
Saudi Arabia,SAU,1959,36640,0,1817344,0,0
Saudi Arabia,SAU,1960,43968,0,2630752,0,0
Saudi Arabia,SAU,1961,51296,0,3513776,0,0
Saudi Arabia,SAU,1962,91600,0,6137200,0,21984
Saudi Arabia,SAU,1963,98928,0,6815040,0,29312
Saudi Arabia,SAU,1964,128240,0,5675536,0,1238432
Saudi Arabia,SAU,1965,124576,0,2117792,0,1974896
Saudi Arabia,SAU,1966,124576,0,4107344,0,2176416
Saudi Arabia,SAU,1967,161216,18682736,4462752,0,2180080
Saudi Arabia,SAU,1968,252816,20250928,5433712,0,3147376
Saudi Arabia,SAU,1969,293120,23592496,8038816,0,3348896
Saudi Arabia,SAU,1970,337088,28531568,16389072,0,0
Saudi Arabia,SAU,1971,351744,38270480,21133952,0,3664
Saudi Arabia,SAU,1972,479984,52050784,17217136,0,542272
Saudi Arabia,SAU,1973,479984,73082144,20551376,0,945312
Saudi Arabia,SAU,1974,527616,75185280,21958352,0,1036912
Saudi Arabia,SAU,1975,560592,56106832,25545408,0,1055232
Saudi Arabia,SAU,1976,549600,71964624,27835408,0,1113856
Saudi Arabia,SAU,1977,630208,71942640,44345392,0,1161488
Saudi Arabia,SAU,1978,897680,62621424,50358016,0,1161488
Saudi Arabia,SAU,1979,1095536,65131264,70564976,0,1231104
Saudi Arabia,SAU,1980,1450944,73800288,72070880,0,21943696
Saudi Arabia,SAU,1981,2359616,49207520,81131952,0,42648960
Saudi Arabia,SAU,1982,3565072,41110080,96103056,0,17180496
Saudi Arabia,SAU,1983,4048720,31393152,117072128,0,8408880
Saudi Arabia,SAU,1984,3561408,8115760,109007664,0,34903264
Saudi Arabia,SAU,1985,4096352,5961328,123363216,0,39087552
Saudi Arabia,SAU,1986,4649616,4616640,147109600,0,48335488
Saudi Arabia,SAU,1987,4283216,3847200,131013648,0,51405920
Saudi Arabia,SAU,1988,5455696,6346048,134772912,0,55813712
Saudi Arabia,SAU,1989,5701184,7884928,133402576,0,56579488
Saudi Arabia,SAU,1990,5979648,461664,88394000,0,90815904
Saudi Arabia,SAU,1991,5664544,864704,149524176,0,111495520
Saudi Arabia,SAU,1992,7635776,538608,163604928,0,113518048
Saudi Arabia,SAU,1993,7624784,729136,185486336,0,119721200
Saudi Arabia,SAU,1994,7474560,1212784,174501664,0,124521040
Saudi Arabia,SAU,1995,7859280,461664,150747952,0,75896096
Saudi Arabia,SAU,1996,8189040,1788032,169342752,0,79219344
Saudi Arabia,SAU,1997,7672416,1905280,124004416,0,82480304
Saudi Arabia,SAU,1998,7866608,828064,114914032,0,83901936
Saudi Arabia,SAU,1999,8130416,597232,135142976,0,82403360
Saudi Arabia,SAU,2000,9024432,1113856,198368960,0,88181488
Saudi Arabia,SAU,2001,10270192,443344,205004464,0,81252864
Saudi Arabia,SAU,2002,11603888,135568,219462608,0,94937904
Saudi Arabia,SAU,2003,12032576,230832,216839184,0,97902080
Saudi Arabia,SAU,2004,12648128,425024,263196112,0,119244880
Saudi Arabia,SAU,2005,12988880,384720,256688848,0,127254384
Saudi Arabia,SAU,2006,13483520,135568,283765808,0,135000080
Saudi Arabia,SAU,2007,15132320,384720,258465888,0,113477744
Saudi Arabia,SAU,2008,15857792,0,288814800,0,125151248
Saudi Arabia,SAU,2009,22921984,0,326066688,0,119592960
Saudi Arabia,SAU,2010,21342800,0,359647248,0,137077568
Saudi Arabia,SAU,2011,24142096,0,335710336,0,139616720
Saudi Arabia,SAU,2012,26574992,0,386218576,0,151587008
Saudi Arabia,SAU,2013,28022272,0,359383440,0,153199168
Saudi Arabia,SAU,2014,28513248,18320,412892496,0,159127520
Senegal,SEN,1958,73280,0,282128,0,0
Senegal,SEN,1959,84272,0,304112,0,0
Senegal,SEN,1960,84272,0,743792,0,0
Senegal,SEN,1961,91600,0,721808,0,0
Senegal,SEN,1962,91600,0,721808,0,0
Senegal,SEN,1963,95264,0,765776,0,0
Senegal,SEN,1964,102592,0,820736,0,0
Senegal,SEN,1965,91600,0,1601168,0,0
Senegal,SEN,1966,95264,0,1623152,0,0
Senegal,SEN,1967,84272,0,615552,0,0
Senegal,SEN,1968,98928,0,0,0,0
Senegal,SEN,1969,102592,0,388384,0,0
Senegal,SEN,1970,120912,0,1187136,0,0
Senegal,SEN,1971,120912,0,1231104,0,0
Senegal,SEN,1972,168544,0,1286064,0,0
Senegal,SEN,1973,146560,0,1403312,0,0
Senegal,SEN,1974,164880,0,1685440,0,0
Senegal,SEN,1975,179536,0,2399920,0,0
Senegal,SEN,1976,190528,0,1582848,0,0
Senegal,SEN,1977,164880,0,2077488,0,0
Senegal,SEN,1978,179536,0,2447552,0,0
Senegal,SEN,1979,190528,0,2707696,0,0
Senegal,SEN,1980,194192,0,3154704,0,0
Senegal,SEN,1981,186864,0,3107072,0,0
Senegal,SEN,1982,179536,0,2872576,0,0
Senegal,SEN,1983,197856,0,2432896,0,0
Senegal,SEN,1984,190528,0,3114400,0,0
Senegal,SEN,1985,201520,0,2473200,0,0
Senegal,SEN,1986,179536,0,2476864,0,0
Senegal,SEN,1987,186864,0,2264352,0,0
Senegal,SEN,1988,194192,0,2531824,0,14656
Senegal,SEN,1989,190528,0,3488128,0,14656
Senegal,SEN,1990,234496,0,2934864,0,10992
Senegal,SEN,1991,249152,0,3165696,0,7328
Senegal,SEN,1992,300448,0,3173024,0,3664
Senegal,SEN,1993,293120,0,3271952,0,25648
Senegal,SEN,1994,340752,0,3517440,0,36640
Senegal,SEN,1995,344416,0,3055776,0,91600
Senegal,SEN,1996,403040,0,3249968,0,84272
Senegal,SEN,1997,425024,0,2788304,0,43968
Senegal,SEN,1998,498304,0,2890896,0,40304
Senegal,SEN,1999,498304,0,3187680,0,10992
Senegal,SEN,2000,666848,0,3268288,0,0
Senegal,SEN,2001,765776,0,3557744,0,0
Senegal,SEN,2002,824400,0,3407520,271136,7328
Senegal,SEN,2003,842720,0,3825216,282128,21984
Senegal,SEN,2004,1190800,0,3642016,370064,25648
Senegal,SEN,2005,1308048,0,4103680,370064,25648
Senegal,SEN,2006,1436288,0,2821280,447008,21984
Senegal,SEN,2007,1571856,0,2876240,707152,21984
Senegal,SEN,2008,1535216,0,2934864,597232,21984
Senegal,SEN,2009,1656128,0,2147104,740128,32976
Senegal,SEN,2010,2026192,0,4990368,674176,47632
Senegal,SEN,2011,2330304,0,5048992,941648,36640
Senegal,SEN,2012,2337632,0,4697248,817072,54960
Senegal,SEN,2013,2586784,0,4931744,820736,73280
Senegal,SEN,2014,2440224,0,5470352,861040,76944
Serbia,SRB,2006,1502240,0,13446880,34459920,4558016
Serbia,SRB,2007,1568192,0,12061888,34181456,4601984
Serbia,SRB,2008,1711088,0,10273856,35489504,4580000
Serbia,SRB,2009,1330032,0,10152944,31470096,3191344
Serbia,SRB,2010,1271408,0,9585024,30821568,4242912
Serbia,SRB,2011,1253088,0,9295568,34276720,4352832
Serbia,SRB,2012,1179808,0,8892528,30114416,3839872
Serbia,SRB,2013,1073552,0,8214688,31286896,4272224
Serbia,SRB,2014,1113856,0,8214688,24625744,3682320
Seychelles,SYC,1963,0,0,7328,0,0
Seychelles,SYC,1964,0,0,7328,0,0
Seychelles,SYC,1965,0,0,7328,0,0
Seychelles,SYC,1966,0,0,7328,0,0
Seychelles,SYC,1967,0,0,7328,0,0
Seychelles,SYC,1968,0,0,7328,0,0
Seychelles,SYC,1969,0,0,7328,0,0
Seychelles,SYC,1970,0,0,29312,0,0
Seychelles,SYC,1971,0,0,32976,0,0
Seychelles,SYC,1972,0,0,43968,0,0
Seychelles,SYC,1973,0,0,47632,0,0
Seychelles,SYC,1974,0,0,54960,0,0
Seychelles,SYC,1975,0,0,58624,0,0
Seychelles,SYC,1976,0,0,80608,0,0
Seychelles,SYC,1977,0,0,84272,0,0
Seychelles,SYC,1978,0,0,76944,0,0
Seychelles,SYC,1979,0,0,120912,0,0
Seychelles,SYC,1980,0,0,95264,0,0
Seychelles,SYC,1981,0,0,98928,0,0
Seychelles,SYC,1982,0,0,84272,0,0
Seychelles,SYC,1983,0,0,98928,0,0
Seychelles,SYC,1984,0,0,98928,0,0
Seychelles,SYC,1985,0,0,150224,0,0
Seychelles,SYC,1986,0,0,164880,0,0
Seychelles,SYC,1987,0,0,201520,0,0
Seychelles,SYC,1988,0,0,197856,0,0
Seychelles,SYC,1989,0,0,234496,0,0
Seychelles,SYC,1990,0,0,150224,0,0
Seychelles,SYC,1991,0,0,172208,0,0
Seychelles,SYC,1992,0,0,172208,0,0
Seychelles,SYC,1993,0,0,183200,0,0
Seychelles,SYC,1994,0,0,201520,0,0
Seychelles,SYC,1995,0,0,197856,0,0
Seychelles,SYC,1996,0,0,234496,0,0
Seychelles,SYC,1997,0,0,340752,0,0
Seychelles,SYC,1998,0,0,432352,0,0
Seychelles,SYC,1999,0,0,509296,0,0
Seychelles,SYC,2000,0,0,571584,0,0
Seychelles,SYC,2001,0,0,633872,0,0
Seychelles,SYC,2002,0,0,538608,0,0
Seychelles,SYC,2003,0,0,549600,0,0
Seychelles,SYC,2004,0,0,736464,0,0
Seychelles,SYC,2005,0,0,688832,0,0
Seychelles,SYC,2006,0,0,732800,0,0
Seychelles,SYC,2007,0,0,641200,0,0
Seychelles,SYC,2008,0,0,692496,0,0
Seychelles,SYC,2009,0,0,523952,0,0
Seychelles,SYC,2010,0,0,443344,0,0
Seychelles,SYC,2011,0,0,340752,0,0
Seychelles,SYC,2012,0,0,439680,0,0
Seychelles,SYC,2013,0,0,403040,0,0
Seychelles,SYC,2014,0,0,494640,0,0
Sierra Leone,SLE,1950,0,0,51296,106256,0
Sierra Leone,SLE,1951,0,0,58624,36640,0
Sierra Leone,SLE,1952,0,0,69616,109920,0
Sierra Leone,SLE,1953,0,0,80608,87936,0
Sierra Leone,SLE,1954,0,0,84272,43968,0
Sierra Leone,SLE,1955,0,0,102592,80608,0
Sierra Leone,SLE,1956,0,0,117248,62288,0
Sierra Leone,SLE,1957,0,0,318768,69616,0
Sierra Leone,SLE,1958,0,0,124576,80608,0
Sierra Leone,SLE,1959,0,0,194192,43968,0
Sierra Leone,SLE,1960,0,0,685168,29312,0
Sierra Leone,SLE,1961,0,0,260144,29312,0
Sierra Leone,SLE,1962,0,0,282128,43968,0
Sierra Leone,SLE,1963,0,0,355408,14656,0
Sierra Leone,SLE,1964,0,0,304112,0,0
Sierra Leone,SLE,1965,0,0,271136,10992,0
Sierra Leone,SLE,1966,0,0,300448,0,0
Sierra Leone,SLE,1967,0,0,252816,0,0
Sierra Leone,SLE,1968,21984,0,362736,0,0
Sierra Leone,SLE,1969,21984,0,1084544,0,0
Sierra Leone,SLE,1970,14656,0,857376,0,0
Sierra Leone,SLE,1971,0,0,802416,0,0
Sierra Leone,SLE,1972,0,0,677840,0,0
Sierra Leone,SLE,1973,0,0,538608,0,0
Sierra Leone,SLE,1974,0,0,520288,0,0
Sierra Leone,SLE,1975,0,0,523952,0,0
Sierra Leone,SLE,1976,0,0,450672,0,0
Sierra Leone,SLE,1977,0,0,512960,0,0
Sierra Leone,SLE,1978,0,0,710816,0,0
Sierra Leone,SLE,1979,0,0,677840,0,0
Sierra Leone,SLE,1980,0,0,608224,0,0
Sierra Leone,SLE,1981,0,0,692496,0,0
Sierra Leone,SLE,1982,0,0,553264,0,0
Sierra Leone,SLE,1983,0,0,688832,0,0
Sierra Leone,SLE,1984,0,0,615552,0,0
Sierra Leone,SLE,1985,0,0,663184,0,0
Sierra Leone,SLE,1986,0,0,674176,0,0
Sierra Leone,SLE,1987,0,0,498304,0,0
Sierra Leone,SLE,1988,0,0,458000,0,0
Sierra Leone,SLE,1989,0,0,373728,0,0
Sierra Leone,SLE,1990,0,0,487312,0,0
Sierra Leone,SLE,1991,0,0,545936,0,0
Sierra Leone,SLE,1992,0,0,447008,0,0
Sierra Leone,SLE,1993,0,0,447008,0,0
Sierra Leone,SLE,1994,51296,0,461664,0,0
Sierra Leone,SLE,1995,51296,0,348080,0,0
Sierra Leone,SLE,1996,80608,0,392048,0,0
Sierra Leone,SLE,1997,80608,0,362736,0,0
Sierra Leone,SLE,1998,51296,0,362736,0,0
Sierra Leone,SLE,1999,21984,0,344416,0,0
Sierra Leone,SLE,2000,36640,0,388384,0,0
Sierra Leone,SLE,2001,54960,0,512960,0,0
Sierra Leone,SLE,2002,73280,0,516624,14656,0
Sierra Leone,SLE,2003,84272,0,567920,0,0
Sierra Leone,SLE,2004,87936,0,553264,0,0
Sierra Leone,SLE,2005,84272,0,461664,0,0
Sierra Leone,SLE,2006,117248,0,615552,0,0
Sierra Leone,SLE,2007,124576,0,516624,0,0
Sierra Leone,SLE,2008,128240,0,534944,0,0
Sierra Leone,SLE,2009,117248,0,534944,0,0
Sierra Leone,SLE,2010,150224,0,575248,0,0
Sierra Leone,SLE,2011,153888,0,743792,0,0
Sierra Leone,SLE,2012,168544,0,861040,0,0
Sierra Leone,SLE,2013,157552,0,1033248,0,0
Sierra Leone,SLE,2014,168544,0,1139504,0,0
Singapore,SGP,1957,0,0,1604832,128240,0
Singapore,SGP,1958,0,0,2246032,51296,0
Singapore,SGP,1959,0,0,1762384,36640,0
Singapore,SGP,1960,0,0,1384992,10992,0
Singapore,SGP,1961,0,0,2084816,7328,0
Singapore,SGP,1962,62288,0,2480528,29312,0
Singapore,SGP,1963,95264,0,3282944,21984,0
Singapore,SGP,1964,98928,0,3579728,21984,0
Singapore,SGP,1965,102592,0,2414576,10992,0
Singapore,SGP,1966,194192,0,461664,14656,0
Singapore,SGP,1967,234496,0,2813952,7328,0
Singapore,SGP,1968,282128,0,5114944,21984,0
Singapore,SGP,1969,311440,0,6880992,7328,0
Singapore,SGP,1970,362736,0,17821696,10992,0
Singapore,SGP,1971,304112,0,16257168,14656,0
Singapore,SGP,1972,501968,0,21709200,10992,0
Singapore,SGP,1973,512960,0,20675952,14656,0
Singapore,SGP,1974,523952,0,21408752,18320,0
Singapore,SGP,1975,659520,0,23859968,3664,0
Singapore,SGP,1976,674176,0,29326656,10992,0
Singapore,SGP,1977,674176,0,27597248,14656,0
Singapore,SGP,1978,674176,0,32448384,14656,0
Singapore,SGP,1979,674176,0,35412560,3664,0
Singapore,SGP,1980,974624,0,30422192,10992,0
Singapore,SGP,1981,1121184,0,25688304,18320,0
Singapore,SGP,1982,1344688,0,28377680,7328,0
Singapore,SGP,1983,1571856,0,33386368,10992,0
Singapore,SGP,1984,1406976,0,31950080,21984,0
Singapore,SGP,1985,992944,0,32353120,43968,0
Singapore,SGP,1986,897680,0,34075200,25648,0
Singapore,SGP,1987,762112,0,31770544,40304,0
Singapore,SGP,1988,795088,0,35233024,47632,0
Singapore,SGP,1989,850048,0,40959856,43968,0
Singapore,SGP,1990,923328,0,43455040,76944,0
Singapore,SGP,1991,996608,0,44191504,43968,0
Singapore,SGP,1992,945312,0,46459520,65952,916000
Singapore,SGP,1993,1483920,0,46862560,73280,2726016
Singapore,SGP,1994,1546208,0,56748032,87936,3249968
Singapore,SGP,1995,1593840,0,37123648,40304,3381872
Singapore,SGP,1996,1645136,0,44993920,0,3015472
Singapore,SGP,1997,1645136,0,53761872,0,2975168
Singapore,SGP,1998,1165152,0,44154864,0,3257296
Singapore,SGP,1999,828064,0,46547456,0,2652736
Singapore,SGP,2000,571584,0,45686416,0,2707696
Singapore,SGP,2001,300448,0,45114832,0,4089024
Singapore,SGP,2002,98928,0,40457888,0,6635504
Singapore,SGP,2003,73280,0,20738240,32976,10262864
Singapore,SGP,2004,0,0,16312128,40304,12098528
Singapore,SGP,2005,0,0,17576208,10992,12747056
Singapore,SGP,2006,0,0,17011952,14656,13747328
Singapore,SGP,2007,0,0,5158912,25648,14721952
Singapore,SGP,2008,0,0,21016704,18320,15070032
Singapore,SGP,2009,0,0,40641088,14656,15234912
Singapore,SGP,2010,0,0,39061904,25648,16509984
Singapore,SGP,2011,0,0,28483936,25648,16674864
Singapore,SGP,2012,0,0,18155120,106256,18081840
Singapore,SGP,2013,0,0,34163136,1128512,20335200
Singapore,SGP,2014,0,0,33408352,1670784,21251200
Sint Maarten (Dutch part),SXM,2012,0,0,696160,0,0
Sint Maarten (Dutch part),SXM,2013,0,0,714480,0,0
Sint Maarten (Dutch part),SXM,2014,0,0,732800,0,0
Slovakia,SVK,1992,1245760,0,7720048,23794016,11391376
Slovakia,SVK,1993,1245760,0,6631840,23687760,11281456
Slovakia,SVK,1994,1344688,0,7324336,20950752,10768496
Slovakia,SVK,1995,1447280,0,7818976,20877472,11940976
Slovakia,SVK,1996,1395984,0,6946944,20349856,12582176
Slovakia,SVK,1997,1560864,0,7269376,19415536,12769040
Slovakia,SVK,1998,2344960,0,7049536,18078176,12974224
Slovakia,SVK,1999,2352288,0,6173840,17550560,13131776
Slovakia,SVK,2000,1516896,0,4825488,16293808,13219712
Slovakia,SVK,2001,1557200,7328,6690464,16953328,14117392
Slovakia,SVK,2002,1564528,14656,7815312,16396400,13428560
Slovakia,SVK,2003,1568192,14656,7284032,17623840,12974224
Slovakia,SVK,2004,1571856,10992,7258384,17294080,12582176
Slovakia,SVK,2005,1744064,3664,7793328,16319456,13465200
Slovakia,SVK,2006,1791696,10992,7584480,17382016,12307376
Slovakia,SVK,2007,1853984,29312,7807984,15410784,11647856
Slovakia,SVK,2008,2070160,21984,8203696,15561008,11823728
Slovakia,SVK,2009,1498576,25648,7371968,14993088,10123632
Slovakia,SVK,2010,1439952,18320,8112096,15183616,11457328
Slovakia,SVK,2011,1604832,18320,7899584,14362880,10610944
Slovakia,SVK,2012,1450944,25648,7862944,13410240,9988064
Slovakia,SVK,2013,1553536,25648,7657760,13399248,10431408
Slovakia,SVK,2014,1652464,10992,7078848,13278336,8632384
Slovenia,SVN,1992,399376,0,4741216,5917360,1406976
Slovenia,SVN,1993,351744,0,5763472,5631568,1406976
Slovenia,SVN,1994,447008,0,6195824,5246848,1439952
Slovenia,SVN,1995,494640,0,6752752,5441040,1707424
Slovenia,SVN,1996,512960,0,7738368,5019680,1667120
Slovenia,SVN,1997,553264,0,7925232,5547296,1817344
Slovenia,SVN,1998,571584,0,7104496,5631568,1875968
Slovenia,SVN,1999,608224,0,7397616,5265168,1952912
Slovenia,SVN,2000,648528,0,6697792,5147920,1890624
Slovenia,SVN,2001,615552,0,6972592,5616912,1945584
Slovenia,SVN,2002,586240,0,6760080,6181168,1875968
Slovenia,SVN,2003,681504,0,6888320,5855072,2073824
Slovenia,SVN,2004,589904,0,6987248,6096896,2055504
Slovenia,SVN,2005,556928,0,7119152,6049264,2125120
Slovenia,SVN,2006,633872,0,7342656,6199488,2059168
Slovenia,SVN,2007,648528,0,7210752,6280096,2092144
Slovenia,SVN,2008,758448,0,8401552,6170176,2011536
Slovenia,SVN,2009,538608,0,7251056,5572944,1901616
Slovenia,SVN,2010,399376,0,7346320,5602256,1974896
Slovenia,SVN,2011,307776,0,7324336,5756144,1689104
Slovenia,SVN,2012,476320,0,7119152,5547296,1626816
Slovenia,SVN,2013,567920,0,6708784,5279824,1582848
Slovenia,SVN,2014,659520,0,6551232,4162304,1432624
Solomon Islands,SLB,1952,0,0,3664,0,0
Solomon Islands,SLB,1953,0,0,3664,0,0
Solomon Islands,SLB,1954,0,0,3664,0,0
Solomon Islands,SLB,1955,0,0,10992,0,0
Solomon Islands,SLB,1956,0,0,10992,0,0
Solomon Islands,SLB,1957,0,0,10992,0,0
Solomon Islands,SLB,1958,0,0,10992,0,0
Solomon Islands,SLB,1959,0,0,10992,0,0
Solomon Islands,SLB,1960,0,0,10992,0,0
Solomon Islands,SLB,1961,0,0,14656,0,0
Solomon Islands,SLB,1962,0,0,14656,0,0
Solomon Islands,SLB,1963,0,0,14656,0,0
Solomon Islands,SLB,1964,0,0,18320,0,0
Solomon Islands,SLB,1965,0,0,25648,0,0
Solomon Islands,SLB,1966,0,0,25648,0,0
Solomon Islands,SLB,1967,0,0,32976,0,0
Solomon Islands,SLB,1968,0,0,36640,0,0
Solomon Islands,SLB,1969,0,0,36640,0,0
Solomon Islands,SLB,1970,0,0,40304,0,0
Solomon Islands,SLB,1971,0,0,47632,0,0
Solomon Islands,SLB,1972,0,0,54960,0,0
Solomon Islands,SLB,1973,0,0,65952,0,0
Solomon Islands,SLB,1974,0,0,65952,0,0
Solomon Islands,SLB,1975,0,0,58624,0,0
Solomon Islands,SLB,1976,0,0,62288,0,0
Solomon Islands,SLB,1977,0,0,80608,0,0
Solomon Islands,SLB,1978,0,0,62288,0,0
Solomon Islands,SLB,1979,0,0,109920,0,0
Solomon Islands,SLB,1980,0,0,102592,0,0
Solomon Islands,SLB,1981,0,0,135568,0,0
Solomon Islands,SLB,1982,0,0,120912,0,0
Solomon Islands,SLB,1983,0,0,142896,0,0
Solomon Islands,SLB,1984,0,0,142896,0,0
Solomon Islands,SLB,1985,0,0,150224,0,0
Solomon Islands,SLB,1986,0,0,153888,0,0
Solomon Islands,SLB,1987,0,0,161216,0,0
Solomon Islands,SLB,1988,0,0,157552,0,0
Solomon Islands,SLB,1989,0,0,161216,0,0
Solomon Islands,SLB,1990,0,0,146560,0,0
Solomon Islands,SLB,1991,0,0,146560,0,0
Solomon Islands,SLB,1992,0,0,142896,0,0
Solomon Islands,SLB,1993,0,0,142896,0,0
Solomon Islands,SLB,1994,0,0,139232,0,0
Solomon Islands,SLB,1995,0,0,142896,0,0
Solomon Islands,SLB,1996,0,0,142896,0,0
Solomon Islands,SLB,1997,0,0,142896,0,0
Solomon Islands,SLB,1998,0,0,142896,0,0
Solomon Islands,SLB,1999,0,0,150224,0,0
Solomon Islands,SLB,2000,0,0,150224,0,0
Solomon Islands,SLB,2001,0,0,157552,0,0
Solomon Islands,SLB,2002,0,0,157552,0,0
Solomon Islands,SLB,2003,0,0,161216,0,0
Solomon Islands,SLB,2004,0,0,161216,0,0
Solomon Islands,SLB,2005,0,0,161216,0,0
Solomon Islands,SLB,2006,0,0,164880,0,0
Solomon Islands,SLB,2007,0,0,179536,0,0
Solomon Islands,SLB,2008,0,0,186864,0,0
Solomon Islands,SLB,2009,0,0,194192,0,0
Solomon Islands,SLB,2010,0,0,197856,0,0
Solomon Islands,SLB,2011,0,0,197856,0,0
Solomon Islands,SLB,2012,0,0,197856,0,0
Solomon Islands,SLB,2013,0,0,201520,0,0
Solomon Islands,SLB,2014,0,0,201520,0,0
Somalia,SOM,1950,0,0,47632,0,0
Somalia,SOM,1951,0,0,47632,0,0
Somalia,SOM,1952,0,0,47632,0,0
Somalia,SOM,1953,0,0,47632,0,0
Somalia,SOM,1954,0,0,47632,0,0
Somalia,SOM,1955,0,0,65952,0,0
Somalia,SOM,1956,0,0,69616,0,0
Somalia,SOM,1957,0,0,73280,0,0
Somalia,SOM,1958,0,0,84272,0,0
Somalia,SOM,1959,0,0,87936,0,0
Somalia,SOM,1960,0,0,84272,0,0
Somalia,SOM,1961,0,0,87936,0,0
Somalia,SOM,1962,0,0,106256,0,0
Somalia,SOM,1963,0,0,102592,0,0
Somalia,SOM,1964,0,0,135568,0,0
Somalia,SOM,1965,0,0,131904,0,0
Somalia,SOM,1966,0,0,139232,0,0
Somalia,SOM,1967,0,0,227168,0,0
Somalia,SOM,1968,0,0,153888,0,0
Somalia,SOM,1969,0,0,161216,0,0
Somalia,SOM,1970,0,0,216176,0,0
Somalia,SOM,1971,0,0,186864,0,0
Somalia,SOM,1972,0,0,234496,0,0
Somalia,SOM,1973,0,0,263808,0,0
Somalia,SOM,1974,0,0,329760,0,0
Somalia,SOM,1975,0,0,501968,0,0
Somalia,SOM,1976,0,0,479984,0,0
Somalia,SOM,1977,0,0,798752,0,0
Somalia,SOM,1978,0,0,556928,0,0
Somalia,SOM,1979,0,0,487312,0,0
Somalia,SOM,1980,0,0,813408,0,0
Somalia,SOM,1981,0,0,274800,0,0
Somalia,SOM,1982,0,0,718144,0,0
Somalia,SOM,1983,0,0,934320,0,0
Somalia,SOM,1984,0,0,714480,0,0
